,Lat,Long,Time 
64705,47.2272065,5.9636559,1544285249.0
64706,47.2270318,5.9647642,1544285265.0
64707,47.2270159,5.9651874,1544285269.0
64708,47.2263764,5.9655251,1544285280.0
64709,47.2262679,5.9655207,1544285281.0
64710,47.2246171,5.9654229,1544285297.0
64711,47.2233971,5.9659774,1544285312.0
64712,47.2233026,5.9660465,1544285328.0
64713,47.2232956,5.96605,1544285331.0
64714,47.2228888,5.965748,1544285341.0
64715,47.2228494,5.9656349,1544285342.0
64716,47.2233062,5.9661133,1544285357.0
64717,47.2241168,5.9692145,1544285372.0
64718,47.2248239,5.9719406,1544285387.0
64719,47.2250774,5.9729019,1544285392.0
64720,47.2255135,5.9745438,1544285401.0
64721,47.2255555,5.9747317,1544285402.0
64722,47.2262056,5.9774926,1544285418.0
64723,47.2249898,5.9788276,1544285434.0
64724,47.2231822,5.9789865,1544285449.0
64725,47.2228583,5.9791113,1544285452.0
64726,47.2219354,5.9796985,1544285461.0
64727,47.2207757,5.9807786,1544285477.0
64728,47.2195553,5.9818707,1544285492.0
64729,47.2181302,5.9837366,1544285508.0
64730,47.21798,5.9840103,1544285510.0
64731,47.2171285,5.9855865,1544285521.0
64732,47.2157956,5.9869044,1544285537.0
64733,47.2141698,5.9878046,1544285552.0
64734,47.2126733,5.9895741,1544285567.0
64735,47.2123814,5.9902241,1544285571.0
64736,47.2119196,5.9923765,1544285582.0
