"App name","Date","Time","Duration"
"Screen on (unlocked)","11/29/19","21:41:50","0:00:00"
"Notification posted (Système Android)","11/29/19","21:41:50","0:00:00"
"Slack","11/29/19","21:41:50","0:00:00"
"Screen on (locked)","11/29/19","21:41:48","0:00:02"
"Screen off (locked)","11/29/19","21:41:20","0:00:28"
"Screen on (locked)","11/29/19","21:41:19","0:00:01"
"Screen off (locked)","11/29/19","21:41:13","0:00:06"
"Téléphone","11/29/19","21:41:13","0:00:00"
"Screen on (locked)","11/29/19","21:41:12","0:00:01"
"Notification posted (Slack)","11/29/19","21:40:21","0:00:00"
"Screen off (locked)","11/29/19","21:40:10","0:01:02"
"Téléphone","11/29/19","21:39:55","0:00:15"
"Screen on (locked)","11/29/19","21:39:54","0:00:01"
"Notification posted (Téléphone)","11/29/19","21:39:54","0:00:00"
"Screen off","11/29/19","21:39:01","0:00:53"
"Slack","11/29/19","21:38:46","0:00:16"
"Notification posted (Système Android)","11/29/19","21:38:45","0:00:00"
"Screen on (unlocked)","11/29/19","21:38:45","0:00:01"
"Discord","11/29/19","21:38:44","0:00:00"
"Screen on (locked)","11/29/19","21:38:44","0:00:01"
"Notification posted (Slack)","11/29/19","21:37:54","0:00:00"
"Notification posted (Messenger)","11/29/19","21:37:24","0:00:00"
"Screen off","11/29/19","21:37:08","0:01:35"
"Discord","11/29/19","21:36:58","0:00:10"
"Google Actualités","11/29/19","21:36:06","0:00:51"
"Slack","11/29/19","21:36:02","0:00:04"
"Notification posted (Système Android)","11/29/19","21:36:02","0:00:00"
"Screen on (unlocked)","11/29/19","21:36:02","0:00:00"
"Screen on (locked)","11/29/19","21:36:00","0:00:02"
"Screen off (locked)","11/29/19","21:35:40","0:00:20"
"Screen on (locked)","11/29/19","21:35:30","0:00:10"
"Notification posted (Google Actualités)","11/29/19","21:28:06","0:00:00"
"Screen off","11/29/19","20:57:14","0:38:16"
"Notification posted (Messenger)","11/29/19","20:57:00","0:00:00"
"Slack","11/29/19","20:56:52","0:00:22"
"Notification posted (Slack)","11/29/19","20:56:30","0:00:00"
"Notification posted (Messenger)","11/29/19","20:56:06","0:00:00"
"Notification posted (Système Android)","11/29/19","20:56:01","0:00:00"
"Citymapper","11/29/19","20:56:00","0:00:51"
"Slack","11/29/19","20:55:24","0:00:10"
"YouTube","11/29/19","20:55:23","0:00:01"
"Notification posted (Système Android)","11/29/19","20:55:23","0:00:00"
"Screen on (unlocked)","11/29/19","20:55:22","0:00:01"
"Screen on (locked)","11/29/19","20:55:18","0:00:04"
"Notification posted (Slack)","11/29/19","20:54:31","0:00:00"
"Notification posted (Messenger)","11/29/19","20:51:07","0:00:00"
"Notification posted (Slack)","11/29/19","20:45:14","0:00:00"
"Screen off","11/29/19","20:26:59","0:28:19"
"Notification posted (Messenger)","11/29/19","20:23:45","0:00:00"
"Notification posted (Google Actualités)","11/29/19","20:21:17","0:00:00"
"Notification posted (Messenger)","11/29/19","20:13:00","0:00:00"
"Notification posted (Messenger)","11/29/19","20:12:24","0:00:00"
"Notification posted (Messenger)","11/29/19","20:12:12","0:00:00"
"YouTube","11/29/19","20:12:10","0:14:50"
"Slack","11/29/19","20:12:09","0:00:01"
"Slack","11/29/19","20:11:54","0:00:14"
"Screen on (unlocked)","11/29/19","20:11:54","0:00:00"
"Notification posted (Système Android)","11/29/19","20:11:53","0:00:00"
"Messenger","11/29/19","20:10:44","0:01:09"
"Screen on (locked)","11/29/19","20:10:44","0:00:01"
"Notification posted (Messenger)","11/29/19","20:10:44","0:00:00"
"Notification posted (Messenger)","11/29/19","20:10:33","0:00:00"
"Screen off","11/29/19","20:09:54","0:00:50"
"Slack","11/29/19","20:09:46","0:00:07"
"Discord","11/29/19","20:09:45","0:00:01"
"Screen on (unlocked)","11/29/19","20:09:45","0:00:00"
"Notification posted (Système Android)","11/29/19","20:09:44","0:00:00"
"Notification posted (Slack)","11/29/19","20:09:43","0:00:00"
"Screen on (locked)","11/29/19","20:09:43","0:00:02"
"Screen off","11/29/19","20:07:53","0:01:49"
"Discord","11/29/19","20:07:43","0:00:10"
"Screen on (unlocked)","11/29/19","20:07:42","0:00:01"
"Notification posted (Système Android)","11/29/19","20:07:42","0:00:00"
"Screen off","11/29/19","20:07:41","0:00:00"
"Screen off (locked)","11/29/19","20:07:12","0:00:30"
"Screen on (locked)","11/29/19","20:07:11","0:00:01"
"Notification posted (Messenger)","11/29/19","20:04:11","0:00:00"
"Screen off (locked)","11/29/19","19:58:19","0:08:53"
"Screen on (locked)","11/29/19","19:58:17","0:00:01"
"Notification posted (Messenger)","11/29/19","19:56:26","0:00:00"
"Notification posted (Slack)","11/29/19","19:51:52","0:00:00"
"Notification posted (Messenger)","11/29/19","19:46:10","0:00:00"
"Screen off (locked)","11/29/19","19:40:23","0:17:54"
"Screen on (locked)","11/29/19","19:40:22","0:00:02"
"Screen off (locked)","11/29/19","19:38:19","0:02:02"
"Screen on (locked)","11/29/19","19:38:09","0:00:10"
"Screen off","11/29/19","19:35:04","0:03:05"
"YouTube","11/29/19","19:35:00","0:00:04"
"Screen on (unlocked)","11/29/19","19:34:57","0:00:01"
"Screen off","11/29/19","19:30:55","0:04:02"
"Notification posted (Téléphone)","11/29/19","19:30:50","0:00:00"
"Téléphone","11/29/19","19:30:47","0:00:08"
"YouTube","11/29/19","19:30:44","0:00:02"
"Screen on (unlocked)","11/29/19","19:30:44","0:00:01"
"Notification posted (Système Android)","11/29/19","19:30:44","0:00:00"
"Screen on (locked)","11/29/19","19:30:43","0:00:01"
"Screen off","11/29/19","19:29:13","0:01:30"
"Notification posted (Maps)","11/29/19","19:21:19","0:00:00"
"YouTube","11/29/19","19:20:05","0:09:08"
"Screen on (unlocked)","11/29/19","19:20:05","0:00:00"
"Notification posted (Système Android)","11/29/19","19:20:05","0:00:00"
"Screen on (locked)","11/29/19","19:20:04","0:00:01"
"Notification posted (Messenger)","11/29/19","19:17:57","0:00:00"
"Screen off","11/29/19","19:17:52","0:02:12"
"YouTube","11/29/19","19:17:49","0:00:02"
"Screen on (unlocked)","11/29/19","19:17:49","0:00:00"
"Notification posted (Système Android)","11/29/19","19:17:49","0:00:00"
"Screen on (locked)","11/29/19","19:17:48","0:00:01"
"Screen off","11/29/19","19:16:15","0:01:33"
"YouTube","11/29/19","19:15:45","0:00:29"
"Notification posted (Messenger)","11/29/19","19:14:06","0:00:00"
"Notification posted (Messenger)","11/29/19","19:13:47","0:00:00"
"YouTube","11/29/19","19:10:30","0:05:13"
"Slack","11/29/19","19:10:28","0:00:01"
"Screen on (unlocked)","11/29/19","19:10:26","0:00:01"
"Notification posted (Système Android)","11/29/19","19:10:26","0:00:00"
"Screen on (locked)","11/29/19","19:10:26","0:00:00"
"Screen off","11/29/19","19:07:29","0:02:56"
"Screen on (unlocked)","11/29/19","19:07:29","0:00:01"
"Notification posted (Système Android)","11/29/19","19:07:29","0:00:00"
"Screen on (locked)","11/29/19","19:07:28","0:00:01"
"Screen off","11/29/19","19:06:27","0:01:01"
"Screen on (unlocked)","11/29/19","19:06:27","0:00:00"
"Notification posted (Système Android)","11/29/19","19:06:27","0:00:00"
"Screen on (locked)","11/29/19","19:06:25","0:00:02"
"Screen off","11/29/19","19:03:39","0:02:46"
"Slack","11/29/19","19:03:24","0:00:15"
"Discord","11/29/19","19:03:21","0:00:02"
"Notification posted (Messenger)","11/29/19","19:03:08","0:00:00"
"YouTube","11/29/19","19:02:16","0:01:06"
"Screen on (unlocked)","11/29/19","19:02:14","0:00:01"
"Notification posted (Système Android)","11/29/19","19:02:14","0:00:00"
"Notification posted (Messenger)","11/29/19","18:57:01","0:00:00"
"Screen off","11/29/19","18:54:33","0:07:41"
"Galerie","11/29/19","18:54:08","0:00:25"
"Notification posted (Système Android)","11/29/19","18:53:38","0:00:00"
"Caméra","11/29/19","18:53:38","0:00:30"
"YouTube","11/29/19","18:53:35","0:00:01"
"Screen on (unlocked)","11/29/19","18:53:35","0:00:00"
"Notification posted (Système Android)","11/29/19","18:53:34","0:00:00"
"Screen on (locked)","11/29/19","18:53:23","0:00:12"
"Notification posted (Discord)","11/29/19","18:51:10","0:00:00"
"Notification posted (Slack)","11/29/19","18:47:20","0:00:00"
"Notification posted (Maps)","11/29/19","18:46:21","0:00:00"
"Screen off","11/29/19","18:43:49","0:09:33"
"YouTube","11/29/19","18:43:33","0:00:16"
"Slack","11/29/19","18:43:19","0:00:13"
"Screen on (unlocked)","11/29/19","18:43:19","0:00:00"
"Notification posted (Système Android)","11/29/19","18:43:19","0:00:00"
"Screen on (locked)","11/29/19","18:43:18","0:00:01"
"Notification posted (Slack)","11/29/19","18:42:48","0:00:00"
"Screen off","11/29/19","18:41:51","0:01:27"
"Slack","11/29/19","18:40:52","0:00:59"
"YouTube","11/29/19","18:40:49","0:00:03"
"Dealabs","11/29/19","18:40:46","0:00:01"
"Screen on (unlocked)","11/29/19","18:40:45","0:00:01"
"Notification posted (Système Android)","11/29/19","18:40:45","0:00:00"
"Notification posted (Messenger)","11/29/19","18:33:06","0:00:00"
"Notification posted (Messenger)","11/29/19","18:32:47","0:00:00"
"Notification posted (Messenger)","11/29/19","18:31:50","0:00:00"
"Notification posted (Messenger)","11/29/19","18:27:35","0:00:00"
"Notification posted (Slack)","11/29/19","18:25:43","0:00:00"
"Notification posted (Messenger)","11/29/19","18:12:33","0:00:00"
"Screen off","11/29/19","18:11:08","0:29:37"
"Dealabs","11/29/19","18:10:59","0:00:09"
"Discord","11/29/19","18:10:59","0:00:01"
"Dealabs","11/29/19","18:10:48","0:00:10"
"Discord","11/29/19","18:10:47","0:00:01"
"Screen on (unlocked)","11/29/19","18:10:47","0:00:00"
"Notification posted (Système Android)","11/29/19","18:10:47","0:00:00"
"Screen on (locked)","11/29/19","18:10:45","0:00:02"
"Notification posted (Discord)","11/29/19","18:08:33","0:00:00"
"Notification posted (Dealabs)","11/29/19","18:06:23","0:00:00"
"Notification posted (Messenger)","11/29/19","18:05:59","0:00:00"
"Notification posted (Messenger)","11/29/19","18:05:55","0:00:00"
"Screen off","11/29/19","18:04:11","0:06:34"
"Discord","11/29/19","18:04:05","0:00:06"
"Chrome","11/29/19","18:04:04","0:00:01"
"Screen on (unlocked)","11/29/19","18:04:04","0:00:00"
"Screen on (locked)","11/29/19","18:04:01","0:00:03"
"Notification posted (WEBTOON)","11/29/19","18:02:38","0:00:00"
"Notification posted (Discord)","11/29/19","17:55:33","0:00:00"
"Screen off (locked)","11/29/19","17:48:38","0:15:23"
"Screen on (locked)","11/29/19","17:48:27","0:00:11"
"Screen off","11/29/19","17:46:04","0:02:23"
"Chrome","11/29/19","17:45:40","0:00:24"
"Chrome","11/29/19","17:43:14","0:02:26"
"Screen on (unlocked)","11/29/19","17:43:12","0:00:01"
"Screen off","11/29/19","17:37:07","0:06:05"
"Notification posted (Chrome)","11/29/19","17:19:20","0:00:00"
"Chrome","11/29/19","17:19:19","0:17:48"
"YouTube","11/29/19","17:19:18","0:00:01"
"Screen on (unlocked)","11/29/19","17:19:18","0:00:00"
"Screen on (locked)","11/29/19","17:19:17","0:00:01"
"Screen off (locked)","11/29/19","17:16:26","0:02:51"
"Screen on (locked)","11/29/19","17:16:24","0:00:02"
"Screen off","11/29/19","17:15:23","0:01:01"
"YouTube","11/29/19","17:14:52","0:00:31"
"Discord","11/29/19","17:14:48","0:00:04"
"Boutique Amazon","11/29/19","17:14:47","0:00:01"
"YouTube","11/29/19","17:14:46","0:00:01"
"Screen on (unlocked)","11/29/19","17:14:45","0:00:00"
"Screen on (locked)","11/29/19","17:14:44","0:00:01"
"Notification posted (Boutique Amazon)","11/29/19","17:14:39","0:00:00"
"Notification posted (Discord)","11/29/19","17:13:50","0:00:00"
"Screen off","11/29/19","17:13:24","0:01:20"
"YouTube","11/29/19","17:13:22","0:00:02"
"Screen on (unlocked)","11/29/19","17:13:21","0:00:01"
"Screen off","11/29/19","17:12:56","0:00:25"
"YouTube","11/29/19","17:12:46","0:00:09"
"Screen on (unlocked)","11/29/19","17:12:46","0:00:01"
"Screen off","11/29/19","17:12:21","0:00:25"
"Téléphone","11/29/19","17:12:19","0:00:01"
"Notification posted (Téléphone)","11/29/19","17:12:14","0:00:00"
"YouTube","11/29/19","17:09:24","0:02:55"
"Boutique Amazon","11/29/19","17:09:05","0:00:20"
"YouTube","11/29/19","17:09:03","0:00:01"
"Boutique Amazon","11/29/19","17:09:03","0:00:01"
"Discord","11/29/19","17:08:45","0:00:16"
"Notification posted (Messenger)","11/29/19","17:08:33","0:00:00"
"Notification posted (Messenger)","11/29/19","17:08:27","0:00:00"
"Notification posted (Messenger)","11/29/19","17:08:19","0:00:00"
"YouTube","11/29/19","17:07:38","0:01:06"
"Notification posted (Discord)","11/29/19","17:07:36","0:00:00"
"Notification posted (Messenger)","11/29/19","17:07:35","0:00:00"
"Chrome","11/29/19","17:07:34","0:00:04"
"Discord","11/29/19","17:07:29","0:00:05"
"Chrome","11/29/19","17:07:12","0:00:17"
"Notification posted (Discord)","11/29/19","17:06:55","0:00:00"
"Notification posted (Messenger)","11/29/19","17:05:46","0:00:00"
"Boost","11/29/19","17:04:39","0:02:32"
"Boutique Amazon","11/29/19","17:04:34","0:00:03"
"Discord","11/29/19","17:03:49","0:00:45"
"Notification posted (Système Android)","11/29/19","17:03:42","0:00:00"
"Notification posted (Capture d'écran)","11/29/19","17:03:41","0:00:00"
"Boutique Amazon","11/29/19","17:03:26","0:00:23"
"SMS/MMS","11/29/19","17:03:18","0:00:08"
"Boutique Amazon","11/29/19","17:03:05","0:00:13"
"Gmail","11/29/19","17:03:02","0:00:01"
"Screen on (unlocked)","11/29/19","17:03:02","0:00:00"
"Notification posted (Système Android)","11/29/19","17:03:02","0:00:00"
"Screen on (locked)","11/29/19","17:03:01","0:00:01"
"Notification posted (Boutique Amazon)","11/29/19","16:50:00","0:00:00"
"Notification posted (Discord)","11/29/19","16:47:24","0:00:00"
"Notification posted (Messenger)","11/29/19","16:45:15","0:00:00"
"Notification posted (Messenger)","11/29/19","16:45:15","0:00:00"
"Notification posted (Discord)","11/29/19","16:35:20","0:00:00"
"Screen off","11/29/19","16:31:27","0:31:34"
"Gmail","11/29/19","16:31:26","0:00:01"
"Screen on (unlocked)","11/29/19","16:31:26","0:00:00"
"Screen on (locked)","11/29/19","16:31:26","0:00:01"
"Screen off (locked)","11/29/19","16:28:05","0:03:20"
"Screen on (locked)","11/29/19","16:28:04","0:00:01"
"Screen off","11/29/19","16:27:08","0:00:56"
"Gmail","11/29/19","16:25:08","0:02:00"
"Google Actualités","11/29/19","16:23:56","0:01:10"
"Boutique Amazon","11/29/19","16:23:41","0:00:14"
"Boost","11/29/19","16:23:40","0:00:01"
"Gmail","11/29/19","16:23:20","0:00:18"
"Messenger","11/29/19","16:23:17","0:00:03"
"Notification posted (Messenger)","11/29/19","16:23:16","0:00:00"
"Screen on (unlocked)","11/29/19","16:23:16","0:00:01"
"Screen off","11/29/19","16:22:59","0:00:17"
"Notification posted (Messenger)","11/29/19","16:22:47","0:00:00"
"Messenger","11/29/19","16:22:46","0:00:13"
"Discord","11/29/19","16:22:32","0:00:14"
"Chrome","11/29/19","16:16:50","0:05:41"
"Screen on (unlocked)","11/29/19","16:16:48","0:00:00"
"Screen on (locked)","11/29/19","16:16:47","0:00:01"
"Screen off","11/29/19","16:16:03","0:00:44"
"Slack","11/29/19","16:16:00","0:00:04"
"Discord","11/29/19","16:15:55","0:00:04"
"Drive","11/29/19","16:15:31","0:00:24"
"Gestionnaire de fichiers","11/29/19","16:15:18","0:00:13"
"Notification posted (Google Actualités)","11/29/19","16:15:16","0:00:00"
"Discord","11/29/19","16:15:07","0:00:09"
"Drive","11/29/19","16:15:06","0:00:01"
"Spouler impress.","11/29/19","16:15:05","0:00:01"
"Fichiers","11/29/19","16:15:04","0:00:01"
"Spouler impress.","11/29/19","16:14:59","0:00:05"
"Notification posted (Système Android)","11/29/19","16:14:59","0:00:00"
"Drive","11/29/19","16:14:47","0:00:12"
"Notification posted (Chrome)","11/29/19","16:14:47","0:00:00"
"Chrome","11/29/19","16:14:40","0:00:07"
"Notification posted (Système Android)","11/29/19","16:14:40","0:00:00"
"Fichiers","11/29/19","16:14:37","0:00:03"
"Notification posted (Système Android)","11/29/19","16:14:31","0:00:00"
"Spouler impress.","11/29/19","16:14:30","0:00:07"
"Chrome","11/29/19","16:14:18","0:00:12"
"CIC","11/29/19","16:14:03","0:00:15"
"Notification posted (CIC)","11/29/19","16:13:56","0:00:00"
"Notification posted (Discord)","11/29/19","16:13:37","0:00:00"
"Notification posted (Slack)","11/29/19","16:13:29","0:00:00"
"Chrome","11/29/19","16:10:56","0:03:07"
"Discord","11/29/19","16:10:55","0:00:01"
"Notification posted (BlackPlayer)","11/29/19","16:10:53","0:00:00"
"Discord","11/29/19","16:10:52","0:00:01"
"BlackPlayer","11/29/19","16:10:52","0:00:01"
"Chrome","11/29/19","16:10:28","0:00:23"
"Discord","11/29/19","16:10:26","0:00:01"
"Screen on (unlocked)","11/29/19","16:10:26","0:00:00"
"Notification posted (Système Android)","11/29/19","16:10:26","0:00:00"
"Screen on (locked)","11/29/19","16:10:25","0:00:01"
"Screen off","11/29/19","16:09:00","0:01:25"
"Screen on (unlocked)","11/29/19","16:08:44","0:00:15"
"Notification posted (Système Android)","11/29/19","16:08:44","0:00:00"
"Discord","11/29/19","16:08:44","0:00:00"
"Screen on (locked)","11/29/19","16:08:42","0:00:02"
"Notification posted (Messenger)","11/29/19","16:08:40","0:00:00"
"Screen off (locked)","11/29/19","16:07:26","0:01:16"
"Screen on (locked)","11/29/19","16:07:25","0:00:01"
"Screen off","11/29/19","16:06:22","0:01:03"
"Screen on (unlocked)","11/29/19","16:04:41","0:01:41"
"Notification posted (Système Android)","11/29/19","16:04:41","0:00:00"
"Discord","11/29/19","16:04:41","0:00:00"
"Screen on (locked)","11/29/19","16:04:40","0:00:01"
"Screen off (locked)","11/29/19","15:59:23","0:05:17"
"Screen on (locked)","11/29/19","15:59:22","0:00:01"
"Screen off (locked)","11/29/19","15:57:43","0:01:40"
"Screen on (locked)","11/29/19","15:57:42","0:00:01"
"Notification posted (Messenger)","11/29/19","15:56:20","0:00:00"
"Notification posted (Discord)","11/29/19","15:55:05","0:00:00"
"Screen off","11/29/19","15:46:18","0:11:24"
"Discord","11/29/19","15:45:49","0:00:28"
"Notification posted (Chrome)","11/29/19","15:45:43","0:00:00"
"Chrome","11/29/19","15:45:29","0:00:19"
"Discord","11/29/19","15:45:26","0:00:03"
"Boost","11/29/19","15:45:20","0:00:06"
"Screen on (unlocked)","11/29/19","15:45:20","0:00:01"
"Notification posted (Système Android)","11/29/19","15:45:20","0:00:00"
"Screen on (locked)","11/29/19","15:45:19","0:00:01"
"Notification posted (Discord)","11/29/19","15:44:40","0:00:00"
"Notification posted (Messenger)","11/29/19","15:39:43","0:00:00"
"Screen off","11/29/19","15:39:06","0:06:13"
"Boost","11/29/19","15:39:05","0:00:01"
"Screen on (unlocked)","11/29/19","15:39:04","0:00:01"
"Screen off","11/29/19","15:38:52","0:00:12"
"Screen on (unlocked)","11/29/19","15:38:50","0:00:02"
"Notification posted (Système Android)","11/29/19","15:38:50","0:00:00"
"Boost","11/29/19","15:38:50","0:00:00"
"Screen on (locked)","11/29/19","15:38:49","0:00:01"
"Screen off","11/29/19","15:37:56","0:00:54"
"Screen on (unlocked)","11/29/19","15:37:55","0:00:00"
"Notification posted (Système Android)","11/29/19","15:37:55","0:00:00"
"Screen on (locked)","11/29/19","15:37:54","0:00:01"
"Screen off","11/29/19","15:36:50","0:01:04"
"Boost","11/29/19","15:36:37","0:00:13"
"Screen on (unlocked)","11/29/19","15:36:37","0:00:00"
"Notification posted (Système Android)","11/29/19","15:36:37","0:00:00"
"Screen on (locked)","11/29/19","15:36:36","0:00:01"
"Screen off","11/29/19","15:35:53","0:00:42"
"Notification posted (Messenger)","11/29/19","15:35:41","0:00:00"
